HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Entrez Gene ID(supplied by NCBI)
HGNC:17152	ACOT9	acyl-CoA thioesterase 9	Approved		CGI-16, MT-ACT48, ACATE2	Xp22.11	AF132950	NM_012332	23597
HGNC:18156	ACOT11	acyl-CoA thioesterase 11	Approved	THEA	STARD14, BFIT, KIAA0707, BFIT1, THEM1	1p32.3	AB014607	NM_015547	26027
HGNC:24436	ACOT12	acyl-CoA thioesterase 12	Approved		Cach, THEAL, STARD15	5q14.1	AB078619	NM_130767	134526
HGNC:20999	ACOT13	acyl-CoA thioesterase 13	Approved	THEM2	HT012	6p22.3	AF220186	NM_018473	55856
HGNC:119	ACOX1	acyl-CoA oxidase 1	Approved		PALMCOX	17q25.1	U03254		51
HGNC:120	ACOX2	acyl-CoA oxidase 2	Approved		BRCACOX, BRCOX, THCCox	3p14.3	X95190	NM_003500	8309
HGNC:121	ACOX3	acyl-CoA oxidase 3, pristanoyl	Approved			4p16.1	Y11411		8310
HGNC:25621	ACOXL	acyl-CoA oxidase like	Approved		FLJ11042	2q13		NM_018308	55289
HGNC:41112	ACOXL-AS1	ACOXL antisense RNA 1	Approved			2q13		NR_122074	400997
HGNC:122	ACP1	acid phosphatase 1	Approved		HAAP, LMW-PTP, LMWPTP	2p25.3	M87546	NM_004300	52
HGNC:123	ACP2	acid phosphatase 2, lysosomal	Approved		LAP	11p11.2	X15525	NM_001610	53
HGNC:14376	ACP4	acid phosphatase 4	Approved	ACPT		19q13.33	AF321918	NM_033068	93650
HGNC:124	ACP5	acid phosphatase 5, tartrate resistant	Approved		TRAP, HPAP	19p13.2	X14618		54
HGNC:29609	ACP6	acid phosphatase 6, lysophosphatidic	Approved		LPAP, ACPL1	1q21.2	BC009965	NM_016361	51205
HGNC:33781	ACP7	acid phosphatase 7, tartrate resistant (putative)	Approved		FLJ16165, PAPL1, PAPL	19q13.2		NM_001004318	390928
HGNC:125	ACPP	acid phosphatase, prostate	Approved		ACP3, ACP-3, PAP	3q22.1		NM_001099	55
HGNC:126	ACR	acrosin	Approved			22q13.33	CR456366	NM_001097	49
HGNC:17195	ACRBP	acrosin binding protein	Approved		SP32, OY-TES-1, CT23	12p13.31	AB051833	NM_032489	84519
HGNC:127	ACRV1	acrosomal vesicle protein 1	Approved		SPACA2, SP-10, D11S4365	11q24.2	AK223335	NM_001612	56
HGNC:29567	ACSBG1	acyl-CoA synthetase bubblegum family member 1	Approved		BGM, FLJ30320, MGC14352, BG1, KIAA0631, hBG1, hsBG	15q25.1	AB014531	NM_015162	23205
HGNC:24174	ACSBG2	acyl-CoA synthetase bubblegum family member 2	Approved		BGR, PRTD-NY3, DKFZp434K1635	19p13.3		NM_030924	81616
HGNC:26101	ACSF2	acyl-CoA synthetase family member 2	Approved		FLJ20920, ACSMW	17q21.33	AK024573, BC012053	NM_025149	80221
HGNC:27288	ACSF3	acyl-CoA synthetase family member 3	Approved			16q24.3	AK075499	NM_174917	197322
HGNC:3569	ACSL1	acyl-CoA synthetase long chain family member 1	Approved	FACL2	LACS2, LACS, ACS1, LACS1, FACL1	4q35.1	BC026290	NM_001995	2180
HGNC:3570	ACSL3	acyl-CoA synthetase long chain family member 3	Approved	FACL3	ACS3, PRO2194	2q36.1	D89053	NM_004457	2181
HGNC:3571	ACSL4	acyl-CoA synthetase long chain family member 4	Approved	FACL4, MRX63, MRX68	ACS4, LACS4	Xq23	BC034959	NM_004458	2182
HGNC:16526	ACSL5	acyl-CoA synthetase long chain family member 5	Approved	FACL5	ACS5, ACS2	10q25.2	AB033899	NM_016234	51703
HGNC:16496	ACSL6	acyl-CoA synthetase long chain family member 6	Approved	FACL6	KIAA0837, ACS2, LACS5, LACS2	5q31.1	AB020644	NM_015256	23305
HGNC:18049	ACSM1	acyl-CoA synthetase medium chain family member 1	Approved	BUCS1	MACS1	16p12.3	AB059429	NM_052956	116285
HGNC:32017	ACSM2A	acyl-CoA synthetase medium chain family member 2A	Approved	ACSM2	A-923A4.1, MGC150530	16p12.3	AK091878, AK096039	NM_001010845	123876
HGNC:30931	ACSM2B	acyl-CoA synthetase medium chain family member 2B	Approved	ACSM2	HXMA, HYST1046	16p12.3	AY160217	NM_182617	348158
HGNC:10522	ACSM3	acyl-CoA synthetase medium chain family member 3	Approved	SAH	SA	16p12.3	D16350	NM_005622	6296
HGNC:32016	ACSM4	acyl-CoA synthetase medium chain family member 4	Approved			12p13.31		NM_001080454	341392
HGNC:26060	ACSM5	acyl-CoA synthetase medium chain family member 5	Approved		FLJ20581	16p12.3		NM_017888	54988
HGNC:51295	ACSM5P1	acyl-CoA synthetase medium chain family member 5 pseudogene 1	Approved			16p12.3		NG_026352	100421779
HGNC:31665	ACSM6	acyl-CoA synthetase medium chain family member 6	Approved	C10orf129	bA310E22.3	10q23.33		NM_207321	142827
HGNC:16091	ACSS1	acyl-CoA synthetase short chain family member 1	Approved	ACAS2L	dJ568C11.3, AceCS2L, MGC33843	20p11.21		NM_032501	84532
HGNC:15814	ACSS2	acyl-CoA synthetase short chain family member 2	Approved	ACAS2	ACS, ACSA, AceCS, dJ1161H23.1	20q11.22	AF263614	NM_018677	55902
HGNC:24723	ACSS3	acyl-CoA synthetase short chain family member 3	Approved		FLJ21963	12q21.31		NM_024560	79611
HGNC:129	ACTA1	actin, alpha 1, skeletal muscle	Approved	ACTA	NEM3	1q42.13	J00068	NM_001100	58
HGNC:130	ACTA2	actin, alpha 2, smooth muscle, aorta	Approved		ACTSA	10q23.31	X13839	NM_001613	59
HGNC:45169	ACTA2-AS1	ACTA2 antisense RNA 1	Approved		uc001kfo.1, ZXF1	10q23.31	AK093340, AX748062		100132116
HGNC:132	ACTB	actin beta	Approved			7p22.1	M28424	NM_001101	60
HGNC:17780	ACTBL2	actin, beta like 2	Approved		DKFZp686D0972	5q11.2		NM_001017992	345651
HGNC:134	ACTBP1	actin, beta pseudogene 1	Approved			Xp11.3		NG_022596	643309
HGNC:135	ACTBP2	actin, beta pseudogene 2	Approved			5q14.1		NG_003019	62
HGNC:136	ACTBP3	actin, beta pseudogene 3	Approved			18q21.33			63
HGNC:137	ACTBP4	actin, beta pseudogene 4	Approved			5q23.3			64
HGNC:139	ACTBP6	actin, beta pseudogene 6	Approved			8q21.2		NG_008793	66
HGNC:140	ACTBP7	actin, beta pseudogene 7	Approved			15q15.3	V00479		67
HGNC:141	ACTBP8	actin, beta pseudogene 8	Approved		ACTBP2	6q15	V00481	NG_000840	68
HGNC:142	ACTBP9	actin, beta pseudogene 9	Approved			18q21.33	D50604	NG_003162	69
HGNC:31819	ACTBP10	actin, beta pseudogene 10	Approved			14q11.2			446207
HGNC:33971	ACTBP11	actin, beta pseudogene 11	Approved			1q41			644220
HGNC:150	ACTBP12	actin, beta pseudogene 12	Approved	ACTGP5		1p22.1		NG_026958	100462767
HGNC:44626	ACTBP13	actin, beta pseudogene 13	Approved			3p21.31			389120
HGNC:45086	ACTBP14	actin, beta pseudogene 14	Approved			10q22.1		NG_022182	389976
HGNC:143	ACTC1	actin, alpha, cardiac muscle 1	Approved	ACTC	CMD1R	15q14	BC009978	NM_005159	70
HGNC:144	ACTG1	actin gamma 1	Approved	ACTG, DFNA20, DFNA26		17q25.3		NM_001614	71
HGNC:146	ACTG1P1	actin gamma 1 pseudogene 1	Approved	ACTGP1, ACT1GP1		3q23	D50658	NG_001068	73
HGNC:147	ACTG1P2	actin gamma 1 pseudogene 2	Approved	ACTL2, ACTGP2		Yq11.222		NG_004636	74
HGNC:148	ACTG1P3	actin gamma 1 pseudogene 3	Approved	ACTGP3		20p13	AF196978	NG_000842	75
HGNC:149	ACTG1P4	actin gamma 1 pseudogene 4	Approved	ACTGP4		1p21.1			648740
HGNC:151	ACTG1P6	actin gamma 1 pseudogene 6	Approved	ACTGP6		1p21			78
HGNC:152	ACTG1P7	actin gamma 1 pseudogene 7	Approved	ACTGP7		1p21			79
HGNC:153	ACTG1P8	actin gamma 1 pseudogene 8	Approved	ACTGP8		1p21			80
HGNC:154	ACTG1P9	actin gamma 1 pseudogene 9	Approved	ACTGP9		6p12.3	D50659	NG_001069	82
HGNC:155	ACTG1P10	actin gamma 1 pseudogene 10	Approved	ACTL1, ACTGP10		Xp11.22	AL139396	NG_003039	83
HGNC:37651	ACTG1P11	actin gamma 1 pseudogene 11	Approved			Yq11.222		NG_004636	414754
HGNC:44496	ACTG1P12	actin gamma 1 pseudogene 12	Approved			3p25.2			100418921
HGNC:49058	ACTG1P13	actin gamma 1 pseudogene 13	Approved			3q12.1			100418920
HGNC:49751	ACTG1P14	actin gamma 1 pseudogene 14	Approved			9p24.1		NG_023870	100418910
HGNC:51495	ACTG1P15	actin gamma 1 pseudogene 15	Approved			15q14			100418951
HGNC:51496	ACTG1P16	actin gamma 1 pseudogene 16	Approved			16q12.1			100418960
HGNC:51497	ACTG1P17	actin gamma 1 pseudogene 17	Approved			15q25.2			283693
HGNC:51498	ACTG1P18	actin gamma 1 pseudogene 18	Approved			6q16.3			100418924
HGNC:51499	ACTG1P19	actin gamma 1 pseudogene 19	Approved			9q31.1			644160
HGNC:51500	ACTG1P20	actin gamma 1 pseudogene 20	Approved			1p36.11			644961
HGNC:51501	ACTG1P21	actin gamma 1 pseudogene 21	Approved			1p31.1			100131291
HGNC:51502	ACTG1P22	actin gamma 1 pseudogene 22	Approved			2p16.1			100131953
HGNC:51503	ACTG1P23	actin gamma 1 pseudogene 23	Approved			3q26.31			442097
HGNC:49661	ACTG1P24	actin gamma 1 pseudogene 24	Approved	POTENP		17p11.2			441783
HGNC:145	ACTG2	actin, gamma 2, smooth muscle, enteric	Approved	ACTL3, ACTA3	ACTSG	2p13.1		NM_001615	72
HGNC:24124	ACTL6A	actin like 6A	Approved		Actl6, BAF53A, Arp4, Baf53a, INO80K	3q26.33	AK098691	NM_004301	86
HGNC:160	ACTL6B	actin like 6B	Approved	ACTL6	BAF53B	7q22.1	AB015906	NM_016188	51412
HGNC:161	ACTL7A	actin like 7A	Approved			9q31.3	BC014610	NM_006687	10881
HGNC:162	ACTL7B	actin like 7B	Approved		Tact1	9q31.3	BC033789	NM_006686	10880
HGNC:24018	ACTL8	actin like 8	Approved		CT57	1p36.13	AK057339	NM_030812	81569
HGNC:28494	ACTL9	actin like 9	Approved		MGC33407	19p13.2		NM_178525	284382
HGNC:16127	ACTL10	actin like 10	Approved	C20orf134		20q11.22	AL121906		170487
HGNC:163	ACTN1	actinin alpha 1	Approved			14q24.1	M95178	NM_001102	87
HGNC:20131	ACTN1-AS1	ACTN1 antisense RNA 1	Approved	C14orf84		14q24.1	DB029126, AI147349		161159
HGNC:164	ACTN2	actinin alpha 2	Approved			1q43	BC047901	NM_001103	88
HGNC:165	ACTN3	actinin alpha 3 (gene/pseudogene)	Approved			11q13.2	M86407	NM_001104	89
HGNC:166	ACTN4	actinin alpha 4	Approved	FSGS1		19q13.2	D89980		81
HGNC:44028	ACTN4P1	actinin alpha 4 pseudogene 1	Approved			4q26			344978
HGNC:44032	ACTN4P2	actinin alpha 4 pseudogene 2	Approved			1p34.3			391026
HGNC:51621	ACTP1	actin family pseudogene 1	Approved			2q12.3			106480335
HGNC:167	ACTR1A	ARP1 actin related protein 1 homolog A	Approved		ARP1, Arp1A	10q24.32	X82206		10121
HGNC:168	ACTR1B	ARP1 actin related protein 1 homolog B	Approved	CTRN2	Arp1B	2q11.2	X82207	NM_005735	10120
HGNC:169	ACTR2	ARP2 actin related protein 2 homolog	Approved		ARP2	2p14	AF006082	NM_001005386	10097
HGNC:170	ACTR3	ARP3 actin related protein 3 homolog	Approved		ARP3	2q14.1	AF006083	NM_005721	10096
HGNC:17256	ACTR3B	ARP3 actin related protein 3 homolog B	Approved		ARP11, ARP3beta	7q36.1-q36.2		NM_020445	57180
HGNC:37724	ACTR3BP1	ACTR3B pseudogene 1	Approved			Yq11.21		NG_005799	643050
HGNC:38677	ACTR3BP2	ACTR3B pseudogene 2	Approved		FKSG73	2p11.1			440888
HGNC:38678	ACTR3BP3	ACTR3B pseudogene 3	Approved			16p11.2			647156
HGNC:38681	ACTR3BP4	ACTR3B pseudogene 4	Approved			4q24			777774
HGNC:38682	ACTR3BP5	ACTR3B pseudogene 5	Approved			10p11.1			399746
HGNC:38683	ACTR3BP6	ACTR3B pseudogene 6	Approved			22q11.1			644773
HGNC:37282	ACTR3C	ARP3 actin related protein 3 homolog C	Approved		ARP11	7q36.1			653857
HGNC:31820	ACTR3P1	ACTR3 pseudogene 1	Approved			14q11.2			100288580
HGNC:38676	ACTR3P2	ACTR3 pseudogene 2	Approved			Xq13.1			100129013
HGNC:38679	ACTR3P3	ACTR3 pseudogene 3	Approved			3q12.2			100128020
HGNC:14671	ACTR5	ARP5 actin related protein 5 homolog	Approved		FLJ12785, Arp5, INO80M	20q11.23	AK022847	NM_024855	79913
HGNC:24025	ACTR6	ARP6 actin related protein 6 homolog	Approved		ARP6, FLJ13433	12q23.1	AF212251	NM_022496	64431
HGNC:44210	ACTR6P1	ACTR6 pseudogene 1	Approved			4q25		NG_025147	100421495
HGNC:14672	ACTR8	ARP8 actin related protein 8 homolog	Approved		INO80N	3p21.1		NM_022899	93973
HGNC:17372	ACTR10	actin related protein 10 homolog	Approved		HARP11, ACTR11, Arp11, Arp10	14q23.1	AF220190		55860
HGNC:24027	ACTRT1	actin related protein T1	Approved		AIP1, KIAA0705, ARIP1, Arp-T1	Xq25	AF440739	NM_138289	139741
HGNC:24026	ACTRT2	actin related protein T2	Approved		Arp-T2, ARPM2, FLJ25424	1p36.32	AF440740, AB057364	NM_080431	140625
HGNC:24022	ACTRT3	actin related protein T3	Approved		ARPM1	3q26.2	AK055346	NM_032487	84517
HGNC:171	ACVR1	activin A receptor type 1	Approved	ACVRLK2	SKR1, ALK2, ACVR1A	2q24.1		NM_001105	90
HGNC:172	ACVR1B	activin A receptor type 1B	Approved	ACVRLK4	ALK4, SKR2, ActRIB	12q13.13		NM_020328	91
HGNC:18123	ACVR1C	activin A receptor type 1C	Approved		ALK7, ACVRLK7	2q24.1	BC022530	NM_145259	130399
HGNC:173	ACVR2A	activin A receptor type 2A	Approved	ACVR2	ACTRII	2q22.3-q23.1		NM_001616	92
HGNC:174	ACVR2B	activin A receptor type 2B	Approved		ActR-IIB	3p22.2	X77533	NM_001106	93
HGNC:44161	ACVR2B-AS1	ACVR2B antisense RNA 1	Approved			3p22.2	AK025619	NR_028389	100128640
HGNC:175	ACVRL1	activin A receptor like type 1	Approved	ACVRLK1, ORW2	HHT2, ALK1, HHT	12q13.13	L17075	NM_000020	94
HGNC:177	ACY1	aminoacylase 1	Approved			3p21.2	L07548	NM_000666	95
HGNC:24104	ACY3	aminoacylase 3	Approved		HCBP1, MGC9740, ACY-3	11q13.2	BC008689	NM_080658	91703
HGNC:179	ACYP1	acylphosphatase 1	Approved			14q24.3	X84194		97
HGNC:180	ACYP2	acylphosphatase 2	Approved			2p16.2	X84195		98
HGNC:185	AD5	Alzheimer disease 5	Approved			12p11.23-q13.12			8081
HGNC:186	ADA	adenosine deaminase	Approved			20q13.12	X02994	NM_000022	100
HGNC:1839	ADA2	adenosine deaminase 2	Approved	IDGFL, CECR1	ADGF	22q11.1	AF190746		51816
HGNC:30713	ADAD1	adenosine deaminase domain containing 1	Approved		Tenr	4q27	AK057303	NM_139243	132612
HGNC:44550	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1	Approved			3p22.2			100422386
HGNC:44552	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2	Approved			18q21.1			100422407
HGNC:30714	ADAD2	adenosine deaminase domain containing 2	Approved		TENRL, FLJ00337	16q24.1	AF447586	NM_139174	161931
HGNC:31853	ADAL	adenosine deaminase like	Approved			15q15.3		NM_001324366	161823
HGNC:187	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	Approved	ADAM1	FTNAP, PH-30a, Ftna, ADAM1P	12q24.12-q24.13	Y09232	NG_001216	8759
HGNC:44366	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	Approved			12q24.13		NG_024129	100420505
HGNC:198	ADAM2	ADAM metallopeptidase domain 2	Approved	FTNB	PH-30b, PH30, CT15	8p11.22	U52370	NM_001464	2515
HGNC:209	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	Approved	CYRN1	ADAM3, tMDCI	8p11.22	X89657	NR_001569	1587
HGNC:210	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	Approved	CYRN2		16q12.1	Y10615	NG_001526	1596
HGNC:212	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	Approved	ADAM5P	tMDCII	8p11.22	BC047448	NR_001448	255926
HGNC:213	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	Approved	C14orf96	tMDCIV	14q32.33	AI024595	NR_002224	8755
HGNC:214	ADAM7	ADAM metallopeptidase domain 7	Approved		GP-83, EAPI	8p21.2	AF090327	NM_003817	8756
HGNC:215	ADAM8	ADAM metallopeptidase domain 8	Approved		CD156, MS2, CD156a	10q26.3	D26579	NM_001109	101
HGNC:216	ADAM9	ADAM metallopeptidase domain 9	Approved	CORD9	MDC9, KIAA0021, MCMP, Mltng	8p11.22	U41766		8754
HGNC:188	ADAM10	ADAM metallopeptidase domain 10	Approved		kuz, MADM, HsT18717, CD156c	15q21.3	AF009615	NM_001110	102
HGNC:189	ADAM11	ADAM metallopeptidase domain 11	Approved	MDC		17q21.31	D17390	NM_002390	4185
HGNC:190	ADAM12	ADAM metallopeptidase domain 12	Approved		MCMPMltna, MLTN	10q26.2	AF023476		8038
HGNC:193	ADAM15	ADAM metallopeptidase domain 15	Approved		MDC15	1q21.3	U46005	NM_003815	8751
HGNC:195	ADAM17	ADAM metallopeptidase domain 17	Approved	TACE	cSVP, CD156B	2p25.1	U69611		6868
HGNC:196	ADAM18	ADAM metallopeptidase domain 18	Approved		tMDCIII, ADAM27	8p11.22	AJ133004	NM_014237	8749
HGNC:197	ADAM19	ADAM metallopeptidase domain 19	Approved		MLTNB	5q33.3	AF311317	NM_033274	8728
HGNC:199	ADAM20	ADAM metallopeptidase domain 20	Approved			14q24.2	AF029899		8748
HGNC:20102	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	Approved	C14orf55		14q24.2	BC047939	NR_037933	317760
HGNC:43901	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2	Approved			4q34.2			100533671
HGNC:43902	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3	Approved			4q35.2			644325
HGNC:200	ADAM21	ADAM metallopeptidase domain 21	Approved		ADAM31	14q24.2	AF029900		8747
HGNC:19822	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	Approved	ADAM21P		14q24.2		NG_002467	145241
HGNC:201	ADAM22	ADAM metallopeptidase domain 22	Approved		MDC2	7q21.12	AB009671	NM_021723	53616
HGNC:202	ADAM23	ADAM metallopeptidase domain 23	Approved		MDC3	2q33.3	AB009672	NM_003812	8745
HGNC:203	ADAM24P	ADAM metallopeptidase domain 24, pseudogene	Approved			8p22			646479
HGNC:206	ADAM28	ADAM metallopeptidase domain 28	Approved		eMDCII, MDC-Lm, MDC-Ls, ADAM23	8p21.2	AJ242015	NM_021778	10863
HGNC:207	ADAM29	ADAM metallopeptidase domain 29	Approved		svph1, CT73	4q34.1	AF171929		11086
HGNC:208	ADAM30	ADAM metallopeptidase domain 30	Approved		svph4	1p12	AF171932	NM_021794	11085
HGNC:15479	ADAM32	ADAM metallopeptidase domain 32	Approved			8p11.22	BC026085	NM_145004	203102
HGNC:15478	ADAM33	ADAM metallopeptidase domain 33	Approved	C20orf153	DKFZp434K0521, dJ964F7.1	20p13	AL117415, AB055891	NM_025220	80332
HGNC:16299	ADAMDEC1	ADAM like decysin 1	Approved		M12.219	8p21.2	Y13323	NM_014479	27299
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	Approved		C3-C5, METH1, KIAA1346	21q21.3	AF060152		9510
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	Approved		ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	5q35.3	AJ003125	NM_014244	9509
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	Approved		KIAA0366, ADAMTS-4	4q13.3	AB002364		9508
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	Approved		KIAA0688, ADAMTS-2, ADMP-1	1q23.3	AB014588	NM_005099	9507
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	Approved		ADMP-2, ADAMTS11	21q21.3	AF142099		11096
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	Approved		ADAM-TS6	5q12.3	AF140674	NM_197941	11174
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	Approved		ADAM-TS7, DKFZp434H204	15q25.1	AF140675	NM_014272	11173
HGNC:49407	ADAMTS7P1	ADAMTS7 pseudogene 1	Approved	ADAMTS7P2		15q25.2			390660
HGNC:49409	ADAMTS7P3	ADAMTS7 pseudogene 3	Approved			15q24.3			400406
HGNC:49410	ADAMTS7P4	ADAMTS7 pseudogene 4	Approved			15q25.3			642935
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	Approved		METH2, FLJ41712, ADAM-TS8	11q24.3	AF060153	NM_007037	11095
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	Approved		KIAA1312	3p14.1	AF261918		56999
HGNC:40625	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	Approved			3p14.1		NR_110150	101929335
HGNC:42435	ADAMTS9-AS2	ADAMTS9 antisense RNA 2	Approved			3p14.1		NR_038264	100507098
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	Approved		ADAM-TS10	19p13.2	AF163762	NM_030957	81794
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	Approved			5p13.3-p13.2	AJ250725	NM_030955	81792
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	Approved	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	9q34.2	AJ011374	NM_139025	11093
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	Approved			10q22.1	AF358666	NM_080722	140766
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	Approved			11q24.3	AJ315733	NM_139055	170689
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	Approved		ADAMTS16s	5p15.32	AJ315734	NM_139056	170690
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	Approved		FLJ32769, FLJ16363	15q26.3	AJ315735	NM_139057	170691
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	Approved	ADAMTS21		16q23.1	AJ311903		170692
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	Approved			5q23.3	AJ311904	NM_133638	171019
HGNC:40797	ADAMTS19-AS1	ADAMTS19 antisense RNA 1	Approved		RP11-346A9.1	5q23.3	DA728271		103689846
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	Approved		GON-1	12q12	AF488804	NM_025003	80070
HGNC:14632	ADAMTSL1	ADAMTS like 1	Approved	C9orf94	ADAMTSR1, FLJ35283	9p22.2-p22.1	AF176313		92949
HGNC:14631	ADAMTSL2	ADAMTS like 2	Approved		KIAA0605	9q34.2	AB011177	NM_014694	9719
HGNC:14633	ADAMTSL3	ADAMTS like 3	Approved		KIAA1233, punctin-2	15q25.2	AF237652	NM_207517	57188
HGNC:19706	ADAMTSL4	ADAMTS like 4	Approved	TSRC1	DKFZP434K1772	1q21.2	BC027478	NM_019032	54507
HGNC:32041	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	Approved	C1orf138	FLJ45786	1q21.2	AK127688		574406
HGNC:27912	ADAMTSL5	ADAMTS like 5	Approved	THSD6		19p13.3	BC040620	NM_213604	339366
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	Approved	CENTA1	GCS1L	7p22.3	AJ006422	NM_006869	11033
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	Approved	CENTA2		17q11.2	AJ238994	NM_018404	55803
HGNC:225	ADAR	adenosine deaminase, RNA specific	Approved	IFI4, G1P1	ADAR1	1q21.3	BC038227	NM_001111	103
HGNC:226	ADARB1	adenosine deaminase, RNA specific B1	Approved		ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	21q22.3	U76420	NM_015833	104
HGNC:227	ADARB2	adenosine deaminase, RNA specific B2 (inactive)	Approved		RED2, hRED2, ADAR3	10p15.3	AF034837	NM_018702	105
HGNC:23299	ADARB2-AS1	ADARB2 antisense RNA 1	Approved	C10orf109, NCRNA00168	bA466B20.1	10p15.3		NR_033387	642394
HGNC:228	ADAT1	adenosine deaminase, tRNA specific 1	Approved			16q23.1	AF125188	NM_012091	23536
HGNC:21172	ADAT2	adenosine deaminase, tRNA specific 2	Approved	DEADC1	dJ20N2.1, TAD2	6q24.2	BC037955	NM_001286259	134637
HGNC:25151	ADAT3	adenosine deaminase, tRNA specific 3	Approved		TAD3	19p13.3	BC011824	NM_138422	113179
HGNC:19038	ADCK1	aarF domain containing kinase 1	Approved		FLJ39600	14q24.3	AK096919	NM_020421	57143
HGNC:19039	ADCK2	aarF domain containing kinase 2	Approved		MGC20727	7q34	AF131745	NM_052853	90956
HGNC:21738	ADCK5	aarF domain containing kinase 5	Approved		FLJ35454	8q24.3	BC032402	NM_174922	203054
HGNC:229	ADCP1	adenosine deaminase complexing protein 1	Approved			6			106
HGNC:232	ADCY1	adenylate cyclase 1	Approved	DFNB44	AC1	7p12.3	L05500	NM_021116	107
HGNC:233	ADCY2	adenylate cyclase 2	Approved		HBAC2, KIAA1060, AC2	5p15.31	AB028983	NM_020546	108
HGNC:234	ADCY3	adenylate cyclase 3	Approved		AC3	2p23.3	AF033861		109
HGNC:235	ADCY4	adenylate cyclase 4	Approved		AC4	14q12	AF497516		196883
HGNC:236	ADCY5	adenylate cyclase 5	Approved		AC5	3q21.1	U65473	NM_183357	111
HGNC:237	ADCY6	adenylate cyclase 6	Approved		AC6	12q13.12		NM_020983	112
HGNC:238	ADCY7	adenylate cyclase 7	Approved		KIAA0037, AC7	16q12.1	D25538		113
